"Proportion of earned income sectors by Year, Electoral Division and"
"statistical indicator"

" "," ","Agriculture, Forestry and Fishing (A) (%)","Construction (F) (%)","Financial, Real Estate, Administrative and Services (K,L,N,S) (%)","ICT, Scientific and Recreation (J,M,R) (%)","Industry (B,C,D,E) (%)","Public Service, Education and Health (O,P,Q) (%)","Wholesale, Transport and Accomodation (G,H,I) (%)"
"2016"
" ","022 Kinnitty, Co. Offaly",11.0,6.9,6.8,6.7,13.9,35.1,19.6
" ","023 Knockbarron, Co. Offaly",15.3,3.0,9.3,11.2,10.3,37.9,13.0
" ","024 Lea, Co. Offaly",12.1,3.2,5.2,9.5,21.6,31.5,16.8
" ","025 Letter, Co. Offaly",10.2,4.6,14.1,7.9,11.1,41.7,10.4
" ","026 Lumcloon, Co. Offaly",9.8,6.9,8.2,7.0,28.8,22.3,17.1
" ","027 Lusmagh, Co. Offaly",9.4,7.7,9.0,5.0,13.1,36.9,18.9
" ","028 Mounterin, Co. Offaly",11.7,0.5,10.6,8.9,18.0,34.1,16.3
" ","029 Moyclare, Co. Offaly",5.9,7.4,10.2,6.5,30.8,20.9,18.4
" ","030 Seirkieran, Co. Offaly",11.1,7.7,9.6,8.5,16.8,31.1,15.1
" ","031 Shannonbridge, Co. Offaly",12.3,1.1,7.7,4.3,33.6,26.8,14.2
" ","032 Shannonharbour, Co. Offaly",11.2,4.7,7.8,8.2,20.6,32.3,15.2
" ","033 Srah, Co. Offaly",5.4,9.8,6.6,7.2,26.6,21.7,22.7
" ","035 Ballyburly, Co. Offaly",4.8,7.1,14.3,8.7,19.7,23.6,21.8
" ","036 Ballymacwilliam, Co. Offaly",6.0,10.0,8.0,9.1,19.5,27.9,19.5
" ","037 Bracknagh, Co. Offaly",8.4,11.1,10.6,13.3,13.9,23.8,18.9
" ","038 Clonbulloge, Co. Offaly",10.8,16.2,8.5,9.0,15.1,19.6,20.8
" ","039 Clonmore, Co. Offaly",8.3,11.8,13.0,8.5,17.9,25.8,14.7
" ","040 Croghan, Co. Offaly",10.1,8.9,7.0,8.3,24.8,25.3,15.6
" ","041 Edenderry Rural, Co. Offaly",5.5,8.4,13.9,11.4,14.4,31.5,14.9
" ","042 Edenderry Urban, Co. Offaly",2.6,9.7,12.7,6.6,27.4,19.5,21.5
" ","999 Esker / Ballaghassaan",9.0,4.8,8.7,6.6,24.1,28.7,18.0
" ","044 Knockdrin, Co. Offaly",10.0,14.8,15.9,6.8,20.9,17.4,14.1
" ","045 Monasteroris, Co. Offaly",7.5,5.9,10.3,13.0,19.7,24.8,18.9
" ","046 Aghancon, Co. Offaly",19.7,6.1,9.2,8.8,14.9,27.1,14.3
" ","047 Ballincor, Co. Offaly",12.5,9.2,9.8,11.0,14.0,27.6,15.9
" ","048 Barna, Co. Offaly",28.6,2.5,8.3,7.7,15.8,22.5,14.6
" ","049 Cangort, Co. Offaly",20.1,10.2,9.0,8.3,10.4,26.1,15.9
" ","050 Cullenwaine, Co. Offaly",13.0,5.5,8.2,5.5,13.7,33.7,20.4
" ","051 Dunkerrin, Co. Offaly",22.1,7.4,10.7,5.8,15.8,25.0,13.2
" ","052 Ettagh, Co. Offaly",8.6,7.7,13.2,10.7,11.9,32.0,16.0
" ","053 Gorteen, Co. Offaly",17.9,5.8,15.0,4.9,12.5,27.2,16.7
" ","054 Mountheaton, Co. Offaly",12.7,4.5,8.8,5.6,17.3,32.9,18.2
" ","055 Roscomroe, Co. Offaly",22.4,6.3,12.7,2.6,13.5,29.2,13.3
" ","056 Shinrone, Co. Offaly",8.3,6.5,9.7,5.4,16.8,29.5,23.8
" ","057 Templeharry, Co. Offaly",14.5,0.7,11.5,8.2,12.1,25.9,27.0
" ","058 Tulla, Co. Offaly",14.6,13.1,9.5,3.0,13.1,27.4,19.4
" ","059 Ballycommon, Co. Offaly",5.7,7.4,7.8,6.1,18.8,35.5,18.7
" ","060 Ballyshear, Co. Offaly",8.7,8.5,10.1,13.1,16.2,23.2,20.2
" ","061 Bawn, Co. Offaly",14.1,10.9,9.7,7.7,8.5,28.8,20.2
" ","062 Cappancur, Co. Offaly",5.4,5.7,6.7,6.1,19.8,40.1,16.2
" ","063 Clara, Co. Offaly",1.6,3.8,9.4,7.9,23.3,32.4,21.5
" ","064 Clonygowan, Co. Offaly",6.8,8.0,9.8,12.6,12.7,28.1,22.1
" ","065 Daingean, Co. Offaly",3.5,7.4,11.8,5.9,22.4,28.4,20.6
" ","066 Derrycooley, Co. Offaly",7.8,6.8,9.1,8.8,20.8,26.4,20.3
" ","067 Durrow, Co. Offaly",4.3,5.6,9.4,7.7,16.4,39.7,16.9
" ","068 Geashill, Co. Offaly",5.5,5.6,8.3,7.5,21.1,33.7,18.2
" ","069 Gorteen, Co. Offaly",8.8,3.9,5.5,11.2,15.2,39.2,16.3
" ","070 Hammerlane, Co. Offaly",5.4,6.4,12.2,8.5,16.7,31.7,19.1
" ","071 Kilclonfert, Co. Offaly",11.7,5.6,11.1,10.1,19.6,25.5,16.5
" ","072 Kilcumreragh, Co. Offaly",10.6,9.5,8.6,5.0,11.5,33.4,21.3
" ","073 Killeigh, Co. Offaly",5.0,6.6,9.9,5.8,20.4,36.5,15.8
" ","074 Killooly, Co. Offaly",17.2,8.0,8.9,6.7,18.6,24.7,16.0
" ","075 Killoughy, Co. Offaly",5.9,8.4,12.6,7.3,14.4,37.4,14.0
" ","076 Mountbriscoe, Co. Offaly",9.4,8.2,9.9,7.4,23.7,24.0,17.4
" ","077 O'Dempsey, Co. Offaly",12.1,4.6,19.8,6.5,14.2,26.3,16.5
" ","078 Portarlington North, Co. Offaly",2.5,8.3,13.0,8.2,13.2,29.9,24.9
" ","079 Rahan, Co. Offaly",6.3,9.2,7.4,10.8,15.0,34.9,16.4
" ","080 Raheenakeeran, Co. Offaly",9.7,9.6,7.3,8.0,26.2,22.5,16.6
" ","081 Rathfeston, Co. Offaly",7.2,6.0,10.3,7.2,26.5,22.7,20.0
" ","082 Rathrobin, Co. Offaly",12.9,8.6,12.1,10.4,16.1,27.5,12.3
" ","083 Screggan, Co. Offaly",2.5,6.9,8.0,9.1,15.1,42.1,16.4
" ","084 Silverbrook, Co. Offaly",6.8,5.3,8.9,5.6,14.6,38.1,20.7
" ","085 Tinamuck, Co. Offaly",8.8,5.2,14.4,8.7,12.1,33.6,17.3
" ","086 Tinnycross, Co. Offaly",7.7,7.5,11.3,7.0,15.8,33.7,17.1
" ","087 Tullamore Rural, Co. Offaly",2.0,4.5,9.9,7.1,17.9,41.6,16.9
" ","001 Athlone East Urban, Co. Westmeath",0.9,1.9,8.7,16.4,9.9,23.4,38.9
" ","002 Athlone West Urban, Co. Westmeath",0.9,3.0,11.8,14.9,9.0,26.8,33.6
" ","003 Athlone East Rural (Part Urban), Co. Westmeath",0.9,2.4,8.2,13.7,13.4,32.6,28.8
" ","004 Auburn, Co. Westmeath",5.2,5.9,6.3,15.2,14.7,33.3,19.5
" ","005 Ballybroder, Co. Westmeath",13.4,11.5,15.0,9.0,8.5,20.6,22.1
" ","006 Bellanalack, Co. Westmeath",7.0,8.1,9.3,10.5,10.6,36.7,17.8
" ","007 Carn, Co. Westmeath",5.1,4.3,12.0,12.9,14.0,28.3,23.5
" ","008 Castledaly, Co. Westmeath",6.0,8.9,8.1,6.8,12.0,33.7,24.5
" ","009 Glassan, Co. Westmeath",3.3,3.9,9.9,8.7,12.5,39.3,22.3
" ","010 Kilcumreragh, Co. Westmeath",9.0,15.9,11.7,10.7,13.0,27.2,12.5
" ","011 Killinure, Co. Westmeath",6.2,6.0,8.9,9.4,13.4,32.2,23.8
" ","012 Moate, Co. Westmeath",2.1,4.6,11.3,11.0,11.9,35.9,23.1
" ","013 Mount Temple, Co. Westmeath",7.1,5.5,8.2,16.8,11.2,29.0,22.3
" ","014 Moydrum (Part Urban), Co. Westmeath",1.2,2.8,7.7,11.7,13.7,37.0,26.0
" ","015 Muckanagh, Co. Westmeath",11.6,7.6,7.7,10.1,15.2,29.2,18.7
" ","016 Tubbrit, Co. Westmeath",7.5,5.0,8.6,11.0,12.0,34.0,22.0
" ","017 Umma, Co. Westmeath",11.0,10.0,9.6,9.4,12.7,25.7,21.5
" ","018 Ardnagragh, Co. Westmeath",14.2,6.1,13.6,8.4,13.8,22.8,21.0
" ","019 Ballymore, Co. Westmeath",6.8,7.1,13.5,8.5,9.2,32.3,22.5
" ","020 Doonis, Co. Westmeath",11.6,6.8,12.6,6.3,11.3,36.4,15.1
" ","021 Drumraney, Co. Westmeath",10.5,5.4,11.6,7.7,23.3,21.3,20.3
" ","022 Noughaval, Co. Westmeath",9.9,6.8,8.5,8.7,13.1,33.2,19.8
" ","023 Piercetown, Co. Westmeath",20.3,3.5,11.8,9.0,9.3,33.9,12.3
" ","024 Templepatrick, Co. Westmeath",14.3,8.7,9.9,10.2,8.9,28.6,19.3
" ","025 Winetown, Co. Westmeath",19.1,13.5,12.6,3.9,8.3,29.4,13.2
" ","026 Boherquill, Co. Westmeath",9.2,10.6,11.7,3.4,24.9,24.1,16.2
" ","027 Coole, Co. Westmeath",8.9,14.8,11.2,5.2,17.2,28.5,14.2
" ","028 Coolure, Co. Westmeath",13.1,12.3,11.9,7.9,13.7,24.9,16.3
" ","029 Finnea, Co. Westmeath",10.1,10.3,12.8,2.1,26.1,23.9,14.6
" ","030 Glore, Co. Westmeath",14.6,15.3,14.8,8.5,15.8,24.5,6.4
" ","031 Knockarrow, Co. Westmeath",22.9,..,14.1,10.4,8.3,24.8,19.3
" ","032 Rathowen, Co. Westmeath",6.4,12.4,11.2,7.1,20.5,24.7,17.8
" ","033 Street, Co. Westmeath",14.2,5.9,8.9,10.6,15.1,30.2,15.2
" ","034 Ballinlough, Co. Westmeath",18.6,11.1,12.9,12.9,4.3,24.0,16.1
" ","035 Ballyhealy, Co. Westmeath",11.3,4.9,17.9,6.7,14.8,25.7,18.7
" ","036 Ballynaskeagh, Co. Westmeath",12.0,12.1,12.4,9.8,17.1,22.5,14.1
" ","037 Bracklin, Co. Westmeath",9.5,12.2,6.8,9.6,12.3,32.7,16.8
" ","038 Clonarney, Co. Westmeath",7.9,12.3,7.4,8.7,13.6,32.9,17.1
" ","039 Collinstown, Co. Westmeath",7.1,7.7,10.9,12.0,22.5,28.1,11.6
" ","040 Copperalley, Co. Westmeath",13.4,9.7,9.7,9.1,17.4,22.8,18.0
" ","041 Delvin, Co. Westmeath",4.9,6.4,10.2,10.4,14.8,37.7,15.7
" ","042 Faughalstown, Co. Westmeath",9.6,10.3,13.2,1.1,12.1,30.0,23.5
" ","043 Fore East, Co. Westmeath",5.8,9.5,15.3,10.3,18.6,28.6,11.9
" ","044 Fore West, Co. Westmeath",5.8,9.5,9.2,10.1,18.5,37.0,9.7
" ","045 Hilltown, Co. Westmeath",17.4,4.6,10.9,10.8,21.4,17.5,17.4
" ","046 Kilcumny, Co. Westmeath",12.7,8.4,7.2,8.9,20.0,28.9,13.8
" ","047 Killua, Co. Westmeath",3.8,9.8,10.9,12.6,15.4,28.0,19.5
" ","048 Killulagh, Co. Westmeath",11.3,10.7,10.9,9.6,9.8,32.5,15.3
" ","049 Kilpatrick, Co. Westmeath",13.6,8.3,12.5,10.1,15.6,24.5,15.3
" ","050 Kinturk, Co. Westmeath",4.8,7.9,7.6,7.2,19.4,33.7,19.4
" ","051 Riverdale, Co. Westmeath",6.0,9.4,13.1,8.7,14.9,27.3,20.6
" ","052 Rosmead, Co. Westmeath",10.2,11.8,11.8,7.7,15.2,24.6,18.7
" ","053 Ardnaglew, Co. Westmeath",8.4,5.8,13.2,12.6,19.2,27.7,13.2
" ","999 Ballinalack / Lackan",9.0,9.0,10.5,10.0,5.7,39.9,15.9
" ","055 Ballykilmore, Co. Westmeath",4.6,8.7,10.0,9.6,18.8,28.4,20.0
" ","056 Ballymorin, Co. Westmeath",10.2,3.3,11.6,8.5,9.7,40.3,16.4
" ","057 Ballynagore, Co. Westmeath",9.5,9.1,7.8,12.1,12.6,33.5,15.4
" ","058 Belvidere, Co. Westmeath",6.0,7.5,10.4,12.8,11.7,37.8,13.8
" ","059 Carrick, Co. Westmeath",5.5,6.9,11.7,8.8,12.1,37.1,17.9
" ","060 Castle, Co. Westmeath",2.7,4.7,13.1,9.9,14.8,41.0,13.9
" ","061 Castlelost, Co. Westmeath",5.9,6.7,12.8,6.3,17.6,29.8,21.1
" ","062 Castletown, Co. Westmeath",13.1,10.2,8.4,9.3,9.2,36.5,13.4
" ","063 Churchtown, Co. Westmeath",8.9,15.0,8.3,4.7,10.7,40.8,11.6
" ","064 Cloghan, Co. Westmeath",6.7,13.1,10.7,14.6,7.1,28.9,18.9
" ","065 Clonfad, Co. Westmeath",4.9,7.5,14.0,8.5,17.1,27.0,20.9
" ","066 Clonlost, Co. Westmeath",11.5,8.4,8.9,12.1,12.2,33.7,13.2
" ","067 Derrymore, Co. Westmeath",10.0,11.7,10.2,5.3,15.2,26.3,21.3
" ","068 Dysart, Co. Westmeath",10.1,10.5,5.6,10.2,14.8,29.3,19.5
" ","069 Emper, Co. Westmeath",16.1,8.9,9.9,3.5,13.1,34.1,14.4
" ","070 Enniscoffey, Co. Westmeath",6.6,6.4,12.9,9.2,13.0,37.6,14.2
" ","071 Gaybrook, Co. Westmeath",4.9,8.3,9.8,14.2,13.7,28.4,20.7
" ","072 Glenlough, Co. Westmeath",13.9,11.7,13.6,4.2,16.4,22.5,17.8
" ","073 Greenpark, Co. Westmeath",11.9,9.7,11.5,11.3,11.3,29.6,14.7
" ","074 Griffinstown, Co. Westmeath",11.0,7.9,9.7,9.7,18.8,26.8,16.0
" ","075 Heathstown, Co. Westmeath",4.3,9.4,10.3,7.3,19.6,34.5,14.6
" ","076 Hopestown, Co. Westmeath",5.8,12.2,13.8,11.5,7.4,34.1,15.2
" ","077 Huntingdon, Co. Westmeath",9.5,9.7,14.3,8.0,13.4,29.9,15.0
" ","078 Jamestown, Co. Westmeath",13.9,9.9,8.4,17.7,7.7,26.1,16.4
" ","079 Kilbeggan, Co. Westmeath",4.2,6.4,8.2,8.3,24.4,28.1,20.3
" ","080 Kilbixy, Co. Westmeath",9.8,9.4,10.2,8.0,9.7,37.6,15.2
" ","081 Killare, Co. Westmeath",11.9,13.1,8.2,10.8,15.3,26.7,14.0
" ","082 Killucan, Co. Westmeath",4.1,10.3,13.1,8.5,13.7,27.2,23.2
" ","083 Kinnegad, Co. Westmeath",1.2,8.2,12.9,10.6,12.8,28.0,26.2
" ","084 Knockdrin, Co. Westmeath",4.8,7.2,15.7,8.3,11.4,37.2,15.4
" ","086 Lauree, Co. Westmeath",13.8,11.1,8.9,2.6,14.6,27.9,21.1
" ","087 Middleton, Co. Westmeath",7.2,12.0,11.8,11.1,13.5,31.3,13.2
" ","088 Milltown, Co. Westmeath",8.0,13.7,11.4,9.1,16.2,22.8,18.8
" ","089 Mullingar Rural, Co. Westmeath",1.0,5.1,11.1,9.3,13.9,38.9,20.7
" ","090 Mullingar North Urban, Co. Westmeath",1.4,5.5,11.8,8.1,14.9,34.3,24.0
" ","091 Mullingar South Urban, Co. Westmeath",1.7,4.7,10.7,10.5,13.7,39.0,19.7
" ","092 Multyfarnham, Co. Westmeath",9.6,3.0,9.8,10.2,15.6,35.1,16.6
" ","093 Newtown, Co. Westmeath",12.6,9.0,13.7,4.6,8.9,31.9,19.3
" ","094 Owel, Co. Westmeath",5.2,8.7,9.0,6.9,14.1,35.3,20.7
" ","095 Portloman, Co. Westmeath",12.2,5.0,12.8,8.7,12.8,32.5,16.0
" ","096 Raharney, Co. Westmeath",5.6,10.8,8.8,8.5,18.4,31.2,16.7
" ","097 Rahugh, Co. Westmeath",15.2,8.7,7.5,6.6,21.4,27.8,12.8
" ","098 Rathconrath, Co. Westmeath",9.9,6.3,11.1,5.4,8.3,36.2,22.8
" ","099 Russellstown, Co. Westmeath",4.2,9.5,9.3,9.6,9.6,40.6,17.1
" ","100 Skeagh, Co. Westmeath",9.7,12.1,8.8,9.3,7.7,39.2,13.2
" ","101 Sonna, Co. Westmeath",9.9,11.1,12.8,6.1,10.7,35.0,14.3
" ","102 Stonehall, Co. Westmeath",7.8,8.0,11.7,11.2,15.6,33.0,12.6
" ","103 Streamstown, Co. Westmeath",13.9,12.5,10.5,11.6,11.1,25.8,14.6
" ","104 Taghmon, Co. Westmeath",8.8,7.1,8.7,7.3,13.6,33.3,21.2
" ","105 Tullaghan, Co. Westmeath",9.2,6.5,10.5,10.2,13.1,33.9,16.7
" ","106 Woodland, Co. Westmeath",8.2,7.0,9.6,11.0,11.1,35.3,17.8
" ","001 Enniscorthy Urban, Co. Wexford",5.4,7.3,10.9,8.4,16.2,27.2,24.6
" ","002 New Ross Urban, Co. Wexford",1.6,7.5,12.8,8.6,19.0,25.4,25.1
" ","003 Rosbercon Urban, Co. Wexford",4.9,5.3,12.2,12.0,22.7,17.9,24.9
" ","004 Wexford No. 1 Urban, Co. Wexford",1.9,5.2,16.9,10.5,13.4,29.5,22.6
" ","005 Wexford No. 2 Urban, Co. Wexford",1.5,5.0,17.1,7.2,15.3,27.3,26.6
" ","006 Wexford No. 3 Urban, Co. Wexford",2.4,3.7,16.8,8.7,10.6,29.4,28.3
" ","007 Ballindaggan, Co. Wexford",7.1,8.2,9.9,8.2,15.3,33.7,17.7
" ","008 Ballycarney, Co. Wexford",12.8,3.8,12.0,15.8,14.8,24.4,16.4
" ","009 Ballyhoge, Co. Wexford",9.9,8.6,12.8,8.6,13.5,26.2,20.4
" ","010 Ballyhuskard, Co. Wexford",6.2,8.1,9.2,8.5,11.2,39.6,17.1
" ","011 Ballymore, Co. Wexford",11.3,8.9,13.7,12.2,11.3,22.4,20.2
" ","012 Ballyvaldon, Co. Wexford",10.0,7.2,11.8,9.1,11.0,37.2,13.7
" ","013 Bolaboy, Co. Wexford",7.0,7.3,14.0,9.3,8.3,33.6,20.4
" ","014 Bree, Co. Wexford",7.6,7.5,11.7,11.3,11.0,34.7,16.2
" ","015 Castleboro, Co. Wexford",9.4,5.9,14.7,8.5,13.1,30.2,18.3
" ","016 Castledockrell, Co. Wexford",10.8,9.9,9.7,11.2,15.5,22.6,20.2
" ","017 Castle Ellis, Co. Wexford",7.9,7.9,12.0,9.9,9.0,37.2,16.1
" ","018 Castle Talbot, Co. Wexford",12.5,9.3,12.2,12.8,6.7,27.2,19.1
" ","019 Clonroche, Co. Wexford",10.1,8.6,11.2,9.2,13.9,23.2,23.8
" ","020 Edermine, Co. Wexford",5.6,5.9,11.3,7.9,15.3,34.2,19.8
" ","021 Enniscorthy Rural (Part Urban), Co. Wexford",2.0,7.4,10.8,8.2,16.8,33.5,21.3
" ","022 Ferns, Co. Wexford",4.2,7.2,14.0,9.6,14.2,28.7,22.1
" ","023 Kilbora, Co. Wexford",10.7,8.4,8.4,13.3,9.8,31.0,18.4
" ","024 Kilcormick, Co. Wexford",10.6,10.0,12.1,10.8,9.7,29.9,16.9
" ","025 Killann, Co. Wexford",12.4,7.1,9.6,8.1,13.3,31.3,18.1
" ","026 Kilmallock, Co. Wexford",6.5,7.8,12.4,10.6,15.1,28.8,18.8
" ","027 Killoughrum, Co. Wexford",7.9,7.1,10.8,14.8,12.2,25.0,22.2
" ","028 Kilrush, Co. Wexford",13.8,9.9,11.4,7.5,13.8,26.5,17.1
" ","029 Kiltealy, Co. Wexford",10.3,6.8,7.5,9.8,12.0,37.3,16.4
" ","030 Marshalstown, Co. Wexford",9.5,10.4,7.4,7.9,14.3,32.2,18.2
" ","031 Moyacomb, Co. Wexford",10.4,10.0,6.5,11.9,11.3,40.2,9.8
" ","032 Newtownbarry, Co. Wexford",5.6,9.9,12.2,10.0,21.7,23.1,17.5
" ","033 Rossard, Co. Wexford",14.6,10.7,8.1,10.4,9.3,34.7,12.1
" ","034 St. Mary's, Co. Wexford",8.7,13.1,11.9,9.8,10.9,28.7,17.0
" ","035 The Harrow, Co. Wexford",8.8,8.6,10.7,12.4,12.2,30.9,16.5
" ","036 The Leap, Co. Wexford",10.5,8.2,10.3,8.2,10.3,33.2,19.3
" ","037 Tinnacross, Co. Wexford",8.1,8.7,11.2,10.8,10.1,29.7,21.4
" ","038 Tombrack, Co. Wexford",11.1,7.6,7.6,13.7,12.3,28.1,19.5
" ","039 Ardamine, Co. Wexford",3.2,6.5,14.4,11.2,14.2,23.8,26.8
" ","040 Balloughter, Co. Wexford",12.2,6.2,10.1,12.9,8.9,24.2,25.5
" ","041 Ballybeg, Co. Wexford",12.0,11.3,13.3,10.4,8.4,24.6,20.0
" ","042 Ballycanew, Co. Wexford",8.4,8.8,11.3,10.5,13.3,26.7,20.9
" ","043 Ballyellis, Co. Wexford",10.6,11.8,13.6,16.4,9.6,26.5,11.6
" ","044 Ballygarrett, Co. Wexford",8.0,10.9,11.7,7.2,8.6,29.3,24.2
" ","045 Ballylarkin, Co. Wexford",7.3,7.1,14.5,13.7,11.3,28.8,17.3
" ","046 Ballynestragh, Co. Wexford",7.1,8.2,11.2,13.7,10.9,30.9,18.1
" ","047 Cahore, Co. Wexford",12.7,12.2,10.4,16.6,8.9,21.6,17.5
" ","048 Coolgreany, Co. Wexford",7.2,7.8,13.7,11.6,13.6,25.7,20.4
" ","049 Courtown, Co. Wexford",5.0,7.8,14.6,13.7,10.6,28.6,19.8
" ","050 Ford, Co. Wexford",9.4,8.3,8.3,8.6,8.0,34.3,23.2
" ","051 Gorey Rural, Co. Wexford",2.3,5.3,12.6,11.0,16.4,26.7,25.7
" ","052 Gorey Urban, Co. Wexford",1.4,4.5,14.7,9.6,16.1,28.3,25.5
" ","053 Huntingtown, Co. Wexford",19.3,6.8,7.6,10.4,10.5,24.0,21.5
" ","054 Kilcomb, Co. Wexford",6.2,6.2,11.6,11.1,15.7,28.9,20.4
" ","055 Kilgorman, Co. Wexford",7.5,5.5,15.5,11.4,10.0,28.6,21.6
" ","056 Killenagh, Co. Wexford",11.5,7.8,13.0,14.7,10.1,23.9,19.0
" ","057 Killincooly, Co. Wexford",7.5,11.8,12.6,9.4,11.8,20.7,26.3
" ","058 Kilnahue, Co. Wexford",12.2,6.9,18.9,8.9,12.0,22.8,18.3
" ","059 Limerick, Co. Wexford",8.7,5.5,13.5,14.8,10.7,28.7,18.1
" ","060 Monamolin, Co. Wexford",8.6,8.2,12.5,13.1,8.6,33.2,15.8
" ","061 Monaseed, Co. Wexford",12.4,6.5,11.7,12.4,11.0,30.6,15.3
" ","062 Rossminoge, Co. Wexford",12.5,13.2,10.2,12.7,11.5,20.8,19.0
" ","063 Wells, Co. Wexford",12.1,9.9,10.0,9.4,7.1,26.4,25.1
" ","064 Wingfield, Co. Wexford",8.4,9.4,13.3,12.6,10.3,26.0,20.0
" ","065 Adamstown, Co. Wexford",14.7,9.3,10.8,12.8,14.9,24.3,13.2
" ","066 Ballyanne, Co. Wexford",11.3,11.6,9.1,5.1,15.4,27.0,20.5
" ","067 Ballyhack, Co. Wexford",11.3,10.8,8.5,7.9,13.3,25.6,22.6
" ","068 Barrack Village, Co. Wexford",25.8,11.4,11.2,2.3,13.1,16.4,19.8
" ","069 Barronstown, Co. Wexford",13.4,7.2,8.8,9.2,18.5,28.5,14.3
" ","070 Carnagh, Co. Wexford",8.2,13.5,11.2,11.3,15.6,23.8,16.4
" ","071 Carrickbyrne, Co. Wexford",11.5,5.7,10.9,11.5,13.2,27.2,20.0
" ","072 Clongeen, Co. Wexford",10.7,12.8,10.4,7.0,15.2,22.3,21.6
" ","073 Clonleigh, Co. Wexford",11.2,12.7,11.6,13.7,10.2,22.9,17.6
" ","074 Dunmain, Co. Wexford",9.8,7.5,18.4,7.9,15.4,24.3,16.7
" ","075 Fethard, Co. Wexford",8.9,10.0,12.7,12.7,13.1,23.0,19.6
" ","076 Horetown, Co. Wexford",7.4,11.5,9.6,8.9,15.5,27.4,19.7
" ","077 Inch, Co. Wexford",9.1,12.6,10.2,8.7,13.7,30.2,15.5
" ","078 Kilgarvan, Co. Wexford",7.8,10.6,13.0,9.7,18.5,23.9,16.5
" ","079 Killesk, Co. Wexford",8.8,9.5,10.7,7.0,17.6,28.1,18.3
" ","080 Kilmokea, Co. Wexford",10.3,13.7,14.1,8.3,14.8,23.6,15.2
" ","081 Newbawn, Co. Wexford",11.1,12.5,10.7,10.1,14.9,22.9,17.9
" ","082 New Ross Rural, Co. Wexford",3.0,5.5,13.3,10.7,25.2,23.2,19.1
" ","083 Oldcourt, Co. Wexford",5.3,7.1,17.0,10.6,17.3,25.0,17.7
" ","084 Old Ross, Co. Wexford",9.1,11.4,10.1,9.3,11.3,32.5,16.2
" ","085 Rathroe, Co. Wexford",14.1,11.9,12.9,13.3,7.7,26.2,13.8
" ","086 Rochestown, Co. Wexford",11.3,5.4,11.0,1.4,16.3,30.8,23.9
" ","087 Templeludigan, Co. Wexford",12.5,5.7,8.9,9.4,15.6,32.5,15.3
" ","088 Templetown, Co. Wexford",13.2,15.7,7.5,10.5,12.1,23.2,17.8
" ","089 Tintern, Co. Wexford",9.5,12.7,11.3,8.5,12.4,29.9,15.6
" ","090 Whitechurch, Co. Wexford",8.9,9.3,13.3,8.9,15.4,21.9,22.3
" ","091 Whitemoor, Co. Wexford",11.2,8.9,9.5,6.5,13.1,33.0,17.7
" ","092 Ardcavan, Co. Wexford",2.8,5.5,15.8,9.6,11.5,33.0,22.0
" ","093 Ardcolm, Co. Wexford",7.6,8.8,13.3,8.3,12.8,32.6,16.6
" ","094 Artramon, Co. Wexford",11.3,6.3,10.5,8.9,10.2,36.7,16.0
" ","095 Aughwilliam, Co. Wexford",6.9,7.2,6.7,8.1,18.0,33.2,19.9
" ","096 Ballymitty, Co. Wexford",10.6,14.5,10.8,8.7,13.6,22.8,19.1
" ","097 Bannow, Co. Wexford",12.1,12.8,9.5,7.3,13.9,26.9,17.5
" ","098 Bridgetown, Co. Wexford",7.0,7.2,15.1,11.5,13.2,28.6,17.3
" ","099 Carrick, Co. Wexford",1.5,4.5,12.7,9.5,11.0,46.2,14.6
" ","100 Drinagh, Co. Wexford",3.1,7.2,14.8,9.6,12.2,35.7,17.4
" ","101 Duncormick, Co. Wexford",9.6,11.4,11.7,13.6,17.0,20.2,16.6
" ","102 Forth, Co. Wexford",5.9,9.5,13.7,7.8,13.3,33.8,16.0
" ","103 Glynn, Co. Wexford",6.2,6.4,10.4,11.2,11.1,38.1,16.5
" ","104 Harperstown, Co. Wexford",6.5,9.4,12.1,11.6,12.4,24.7,23.4
" ","105 Harristown, Co. Wexford",10.4,14.7,9.0,8.0,14.6,25.0,18.4
" ","106 Kilbride, Co. Wexford",9.7,11.6,11.2,7.3,13.6,31.2,15.4
" ","107 Kilcowan, Co. Wexford",7.4,9.8,12.0,11.1,18.2,23.1,18.5
" ","108 Killag, Co. Wexford",12.0,3.7,13.7,9.7,19.6,23.3,18.0
" ","109 Killinick, Co. Wexford",6.8,5.8,19.5,7.9,8.3,30.0,21.8
" ","110 Killurin, Co. Wexford",6.1,5.9,6.1,8.0,12.4,36.6,24.9
" ","111 Kilmore, Co. Wexford",13.0,5.9,9.9,6.1,19.9,23.6,21.7
" ","112 Kilpatrick, Co. Wexford",5.3,5.0,12.3,10.3,14.6,33.9,18.6
" ","113 Kilscoran, Co. Wexford",9.0,7.1,11.7,7.7,13.1,24.6,26.7
" ","114 Lady's Island, Co. Wexford",9.9,6.2,12.6,6.6,12.8,21.5,30.4
" ","115 Mayglass, Co. Wexford",5.9,5.9,12.0,11.2,14.2,33.4,17.4
" ","116 Newcastle, Co. Wexford",3.8,9.9,10.0,7.7,17.5,30.6,20.5
" ","117 Rathaspick, Co. Wexford",3.5,6.6,10.8,10.1,14.3,34.7,19.9
" ","118 Rosslare, Co. Wexford",2.6,6.0,15.1,11.7,8.7,21.7,34.3
